#NAME	CHROM	STRAND	TX_START	TX_END	EXON_START	EXON_END
OR4F5	1	+	69090	70008	69090,	70008,
ERG	21	-	38380026	38498483	38380026,38390994,38391658,38392375,38400573,38402556,38403505,38423409,38445403,38498362,	38383923,38391042,38391715,38392444,38400645,38402637,38403709,38423561,38445621,38498483,
ETS2	21	+	38805306	38824955	38805306,38805970,38810034,38813002,38814272,38814780,38817007,38818424,38819502,38821585,38822673,	38805616,38806120,38810106,38813114,38814392,38814981,38817091,38818646,38819766,38821704,38824955,
PSMG1	21	-	39174768	39183851	39174768,39177434,39178448,39179923,39180284,39181771,39183251,	39175664,39177571,39178647,39179986,39180436,39181878,39183851,
BRWD1	21	-	39184175	39313819	39184175,39196497,39198762,39200218,39202324,39206107,39209994,39210785,39212665,39213480,39215236,39218151,39218504,39224407,39225085,39228499,39229311,39232176,39232372,39236594,39238478,39247700,39250795,39255644,39258486,39264459,39264890,39269898,39270282,39274373,39276172,39277250,39278742,39280147,39293810,39295742,39296264,39298431,39312840,39313071,39313240,39313442,	39187417,39197415,39199662,39200386,39202545,39206274,39210147,39210929,39212707,39213553,39215362,39218272,39218660,39224469,39225197,39228582,39229436,39232284,39232498,39236784,39238573,39247832,39250889,39255828,39258672,39264685,39265019,39270033,39270433,39274472,39276213,39277351,39278813,39280248,39294032,39295903,39296363,39298582,39312900,39313101,39313299,39313819,
HMGN1	21	-	39342314	39349200	39342314,39345145,39348291,39348421,39348544,39348902,	39343159,39345274,39348339,39348451,39348577,39349200,
WRB	21	+	39380243	39397889	39380243,39390697,39391768,39393165,39396865,	39380486,39390863,39391836,39393280,39397889,
LCA5L	21	-	39405843	39428522	39405843,39409978,39410263,39411717,39420705,39422975,39428171,	39406612,39410096,39410367,39411802,39420843,39423490,39428522,
SH3BGR	21	+	39451829	39515506	39451829,39462374,39475134,39499822,39508997,39511679,39515087,	39452141,39462560,39475215,39499915,39509027,39511809,39515506,
B3GALT5	21	+	39556441	39673137	39556441,39605093,39646391,39659752,39660559,	39556510,39605225,39646622,39659912,39673137,
IGSF5	21	+	39745406	39802096	39745406,39746215,39765534,39770915,39779089,39788166,39792007,39793533,39801261,	39745526,39746298,39765852,39771215,39779305,39788188,39792099,39793613,39802096,
PCP4	21	+	39867316	39929397	39867316,39898475,39928983,	39867510,39898527,39929397,
DSCAM	21	-	40010998	40847139	40010998,40042370,40044077,40051957,40055724,40062868,40075036,40078686,40080151,40083907,40085601,40087169,40093720,40124194,40133853,40142557,40144490,40167217,40178926,40187130,40187890,40189041,40276096,40296054,40312080,40338100,40339118,40347669,40353464,40369098,40692809,40708453,40846618,	40013386,40042673,40044275,40052107,40055840,40062899,40075213,40078977,40080340,40084006,40085765,40087287,40093874,40124328,40134009,40142704,40144731,40167288,40179094,40187259,40187987,40189238,40276270,40296174,40312359,40338376,40339415,40347945,40353743,40369245,40692956,40708771,40847139,
BACE2	21	+	41167800	41276597	41167800,41226265,41237512,41241818,41243375,41245961,41250751,41257157,41275370,	41168575,41226354,41237729,41241947,41243510,41246063,41250901,41257326,41276597,
FAM3B	21	+	41316733	41357431	41316733,41322922,41338377,41344475,41345685,41347012,41348591,41357107,	41316898,41323066,41338501,41344534,41345736,41347100,41348724,41357431,
MX2	21	+	41361942	41408943	41361942,41376835,41377788,41380016,41382409,41390564,41395586,41397612,41398896,41399195,41401969,41403266,41406743,41407990,	41362055,41377155,41377981,41380151,41382564,41390703,41395785,41397691,41399019,41399337,41402128,41403343,41406998,41408943,
MX1	21	+	41420514	41459214	41420514,41421837,41422755,41427205,41427754,41430532,41432049,41435836,41437014,41439693,41440886,41441715,41443787,41445447,41445999,41449136,41451166,41452620,41458527,	41420817,41422095,41422911,41427304,41427866,41430608,41432175,41436029,41437152,41439848,41441025,41441914,41443866,41445570,41446141,41449295,41451243,41452869,41459214,
TMPRSS2	21	-	41464550	41508159	41464550,41467733,41468395,41470647,41471805,41473324,41476576,41479171,41480475,41488393,41489506,41494355,41498118,41508080,	41466153,41467886,41468538,41470743,41471981,41473496,41476620,41479282,41480602,41488513,41489593,41494578,41498189,41508159,
RIPK4	21	-	41739368	41767106	41739368,41743881,41745758,41746612,41749153,41751096,41756524,41766859,	41741997,41744140,41745862,41746771,41749203,41751245,41756816,41767106,
PRDM15	21	-	41800993	41879482	41800993,41802711,41804533,41810153,41810752,41815704,41819581,41820094,41821066,41821902,41823317,41825959,41828165,41835436,41836112,41836467,41837933,41839622,41847089,41854565,41857175,41859030,41859591,41860326,41861562,41861924,41867299,41871493,41878694,41878995,41879269,	41801722,41802921,41804614,41810329,41810836,41815836,41819701,41820174,41821230,41822037,41823449,41826054,41828333,41835524,41836207,41836649,41838063,41839853,41847191,41854818,41857329,41859228,41859685,41860372,41861751,41862007,41867377,41871621,41878860,41879140,41879482,
C2CD2	21	-	41885111	41926690	41885111,41899052,41901621,41905723,41906991,41907659,41909458,41912331,41914597,41918104,41918855,41921971,41926571,	41889344,41899362,41901749,41905837,41907166,41907784,41909523,41912440,41914721,41918227,41918960,41922085,41926690,
ZBTB21	21	-	41986830	42010357	41986830,42002896,42010251,	41994108,42002961,42010357,
UMODL1	21	+	42071316	42142995	42071316,42076004,42084083,42085290,42088293,42090297,42098925,42102165,42103867,42109561,42110879,42113572,42115872,42119110,42121086,42122830,42126344,42127005,42127671,42129712,42137438,42142095,	42071392,42076247,42084245,42085412,42088480,42090438,42099180,42102278,42104087,42109699,42111710,42113830,42115985,42119324,42121224,42123150,42126490,42127242,42127831,42129797,42137641,42142995,
ABCG1	21	+	42219117	42297244	42219117,42225670,42271069,42273302,42276894,42282273,42284559,42285879,42287888,42288210,42290049,42291091,42291497,42294541,42296163,	42219304,42225914,42271187,42273435,42276945,42282419,42284683,42285994,42288073,42288312,42290218,42291192,42291656,42294660,42297244,
TFF3	21	-	42311666	42315651	42311666,42313484,42315292,	42312269,42313631,42315651,
TFF2	21	-	42346356	42351128	42346356,42347485,42349880,42350878,	42346546,42347632,42350030,42351128,
TFF1	21	-	42362281	42366594	42362281,42363254,42366410,	42362495,42363407,42366594,
TMPRSS3	21	-	42371889	42396846	42371889,42375715,42376540,42380116,42382064,42383032,42383969,42385408,42388402,42388928,42389926,42395323,42395941,	42372779,42375868,42376686,42380212,42382234,42383198,42384013,42385534,42388526,42389045,42390037,42395468,42396846,
UBASH3A	21	+	42403914	42447681	42403914,42406307,42409421,42413023,42413409,42416441,42418400,42426696,42432102,42434831,42437487,42442451,42443311,42444533,42447056,	42404058,42406361,42409608,42413222,42413523,42416611,42418609,42426820,42432202,42434954,42437580,42442596,42443418,42444643,42447681,
RSPH1	21	-	42472485	42496354	42472485,42475897,42477290,42482636,42485668,42486370,42492757,42492965,42496132,	42472870,42476047,42477444,42482708,42485804,42486461,42492863,42493079,42496354,
SLC37A1	21	+	42499631	42581440	42499631,42502295,42518276,42525775,42534697,42535471,42539511,42542403,42543435,42547102,42554061,42558957,42562077,42563814,42564707,42565826,42566984,42568359,42574817,42579735,42580344,	42499743,42502417,42518510,42525857,42534830,42535550,42539647,42542480,42543602,42547140,42554142,42559089,42562168,42563877,42564793,42565875,42567058,42568438,42574915,42579800,42581440,
PDE9A	21	+	42653749	42775509	42653749,42686191,42687916,42698967,42732069,42733355,42743775,42751115,42753989,42758998,42760327,42760824,42762082,42765380,42768187,42769026,42770702,42772438,42775279,	42653883,42686262,42687994,42699011,42732124,42733426,42743860,42751197,42754064,42759085,42760432,42760907,42762239,42765494,42768292,42769155,42770798,42772520,42775509,
WDR4	21	-	42843093	42879531	42843093,42850040,42852254,42853568,42854561,42855681,42859661,42862281,42863439,42873550,42876701,42879406,	42843281,42850242,42852324,42853752,42854626,42855780,42859722,42862394,42863596,42873691,42876767,42879531,
NDUFV3	21	+	42893267	42913304	42893267,42896926,42908863,	42893381,42897047,42913304,
PKNOX1	21	+	42974509	43033582	42974509,43004325,43007490,43010052,43013067,43016907,43018132,43021302,43024870,43028701,43029889,	42974664,43004432,43007618,43010224,43013238,43017007,43018230,43021431,43024947,43028874,43033582,
CBS	21	-	43053190	43075831	43053190,43056802,43058144,43058833,43059225,43060440,43062310,43062952,43063899,43065202,43065386,43065615,43066242,43068508,43071984,43073265,43075769,	43053983,43056887,43058253,43058968,43059303,43060546,43062395,43063078,43063991,43065272,43065521,43065695,43066377,43068615,43072201,43073303,43075831,
U2AF1	21	-	43092955	43107587	43092955,43094470,43094654,43095437,43095693,43100452,43104314,43107450,	43093249,43094563,43094788,43095536,43095743,43100519,43104402,43107587,
CRYAA	21	+	43169007	43172805	43169007,43170516,43172070,	43169288,43170639,43172805,
SIK1	21	-	43414514	43427128	43414514,43417542,43418259,43419020,43419352,43419858,43420233,43421009,43421242,43421637,43421973,43425406,43426022,43427009,	43417117,43417774,43418541,43419237,43419478,43420005,43420457,43421133,43421367,43421799,43422037,43425523,43426192,43427128,
HSF2BP	21	-	43529191	43659493	43529191,43592224,43613829,43630321,43633271,43644288,43656586,43658060,43659385,	43529962,43592328,43613947,43630454,43633421,43644392,43656737,43658320,43659493,
H2BFS	21	+	43565188	43565648	43565188,	43565648,
RRP1B	21	+	43659547	43696079	43659547,43669883,43672307,43673869,43674635,43675033,43676271,43676732,43683278,43684552,43685769,43686803,43687515,43690287,43691438,43693189,	43659794,43669966,43672365,43673955,43674697,43675163,43676336,43676914,43683373,43684650,43685789,43686935,43688240,43690440,43691502,43696079,
PDXK	21	+	43719111	43762307	43719111,43734068,43741666,43743723,43746078,43748994,43750499,43752517,43753582,43755697,43755950,	43719381,43734123,43741771,43743807,43746125,43749080,43750545,43752629,43753719,43755764,43762307,
CSTB	21	-	43772511	43776445	43772511,43774657,43776203,	43774330,43774759,43776445,
RRP1	21	+	43789512	43805293	43789512,43791349,43792671,43793318,43795188,43797421,43797630,43797906,43799569,43800516,43800861,43802273,43803511,	43789762,43791432,43792729,43793404,43795250,43797551,43797695,43798100,43799649,43800614,43800881,43802387,43805293,
AGPAT3	21	+	43865185	43986536	43865185,43903956,43959633,43967945,43969117,43970652,43971387,43978045,43980988,43982303,	43865345,43904019,43959859,43968115,43969279,43970806,43971490,43978121,43981187,43986536,
TRAPPC10	21	+	44012318	44106552	44012318,44032090,44037791,44052279,44055697,44059102,44063537,44074323,44075038,44076551,44077692,44079563,44080014,44082787,44084121,44086801,44087698,44089832,44091922,44094062,44098356,44102777,44103292,	44012560,44032172,44037927,44052476,44055893,44059214,44063785,44074470,44075153,44076628,44077784,44079704,44080127,44083302,44084263,44086960,44087928,44089933,44092049,44094233,44098534,44102972,44106552,
PWP2	21	+	44107289	44131181	44107289,44108983,44113752,44114178,44114624,44115263,44115690,44117819,44118762,44119386,44120347,44120630,44120951,44122176,44124579,44126010,44126899,44127931,44128246,44128551,44130596,	44107434,44109096,44113847,44114278,44114768,44115399,44115920,44117963,44118833,44119523,44120496,44120778,44121102,44122357,44124727,44126119,44126965,44128150,44128397,44128626,44131181,
C21orf33	21	+	44133604	44145723	44133604,44134101,44136059,44137176,44140249,44143204,44144820,	44133838,44134154,44136173,44137296,44140342,44143361,44145723,
ICOSLG	21	-	44222990	44240945	44222990,44230053,44231279,44235271,44236866,44238447,44240803,	44229044,44230089,44231444,44235562,44237217,44238488,44240945,
DNMT3L	21	-	44246338	44262216	44246338,44249025,44250809,44251622,44254616,44256066,44258522,44259436,44259631,44260794,44261153,44261739,	44246565,44249111,44250949,44251698,44254705,44256154,44258694,44259549,44259711,44260839,44261266,44262216,
AIRE	21	+	44285879	44298219	44285879,44286556,44286977,44287516,44288344,44289656,44289987,44291094,44292301,44292992,44293788,44294400,44296382,44297655,	44286138,44286731,44287133,44287591,44288458,44289802,44290068,44291210,44292401,44293175,44293910,44294503,44296445,44298219,
C21orf2	21	-	44328943	44339402	44328943,44330822,44331842,44333032,44335757,44337648,44339117,	44330326,44330919,44332014,44333262,44335804,44337667,44339402,
TRPM2	21	+	44350162	44443081	44350162,44353600,44354647,44364113,44366753,44369176,44375832,44377711,44378996,44382717,44390903,44391271,44395413,44397746,44399295,44400258,44401680,44405141,44405904,44406593,44413890,44417926,44418422,44423644,44424851,44425669,44426659,44427009,44435130,44437061,44439066,44440788,44441691,	44350275,44353865,44354736,44364282,44366934,44369343,44376013,44377773,44379197,44382820,44391025,44391625,44395551,44397876,44399441,44400371,44401897,44405260,44406037,44406765,44414074,44418108,44418555,44423732,44424939,44425827,44426736,44427111,44435217,44437167,44439168,44440905,44443081,
LRRC3	21	+	44455485	44462196	44455485,44456497,	44455655,44462196,
TSPEAR	21	-	44497891	44711580	44497891,44504779,44509198,44521882,44525652,44527291,44528451,44529797,44531042,44533684,44567784,44711432,	44499936,44504881,44509386,44522112,44525839,44527518,44528583,44529954,44531133,44533923,44568005,44711580,
KRTAP10-1	21	-	44538980	44540195	44538980,	44540195,
KRTAP10-2	21	-	44550356	44551505	44550356,	44551505,
KRTAP10-3	21	-	44557789	44558760	44557789,	44558760,
KRTAP10-4	21	+	44573728	44575371	44573728,	44575371,
KRTAP10-5	21	-	44579454	44580604	44579454,	44580604,
KRTAP10-8	21	+	44612078	44612954	44612078,	44612954,
KRTAP10-9	21	+	44627122	44628293	44627122,	44628293,
KRTAP10-10	21	+	44637355	44638455	44637355,	44638455,
KRTAP10-11	21	+	44646413	44647650	44646413,	44647650,
KRTAP12-4	21	-	44654212	44654659	44654212,	44654659,
KRTAP12-3	21	+	44657931	44658341	44657931,	44658341,
KRTAP12-2	21	-	44666188	44666927	44666188,	44666927,
KRTAP12-1	21	-	44681575	44682163	44681575,	44682163,
KRTAP10-12	21	+	44697171	44698044	44697171,	44698044,
UBE2G2	21	-	44768579	44802019	44768579,44773546,44777298,44787919,44788059,44801705,	44771489,44773687,44777417,44787965,44788095,44802019,
SUMO3	21	-	44805616	44818129	44805616,44809046,44813975,44817947,	44807040,44809118,44814104,44818129,
PTTG1IP	21	-	44849584	44873837	44849584,44855209,44856192,44861162,44865394,44873501,	44851627,44855256,44856364,44861271,44865447,44873837,
ITGB2	21	-	44885952	44910826	44885952,44886735,44888692,44889275,44889977,44891808,44893403,44894970,44899066,44900319,44901491,44903364,44906914,44910283,44910724,	44886430,44886902,44888895,44889495,44890222,44891996,44893544,44895060,44899162,44900475,44901733,44903535,44907095,44910372,44910826,
FAM207A	21	+	44940009	44976989	44940009,44943683,44960099,44967033,44973196,44976679,	44940186,44943837,44960168,44967181,44973265,44976989,
ADARB1	21	+	45074599	45226560	45074599,45128401,45171609,45175729,45180329,45182584,45183361,45184922,45204554,45220835,45222017,	45074793,45128573,45171684,45176664,45180444,45182753,45183510,45185091,45204736,45221014,45226560,
POFUT2	21	-	45263927	45287898	45263927,45267589,45269838,45277016,45278102,45282348,45283382,45285677,45287740,	45265635,45267713,45270019,45277142,45278169,45282459,45283527,45285928,45287898,
COL18A1	21	+	45455530	45513719	45455530,45468241,45473894,45475475,45476350,45477410,45477749,45478326,45479901,45480069,45480466,45480699,45481962,45482794,45486860,45487446,45488417,45489485,45490274,45490835,45491224,45492534,45492686,45493162,45493500,45494544,45494861,45495357,45496499,45497049,45497598,45504010,45504415,45505133,45505357,45505837,45507560,45509355,45510063,45511110,45512187,	45456881,45468786,45473981,45475535,45476480,45477487,45477965,45478353,45479964,45480156,45480520,45480858,45482025,45482821,45486992,45487509,45488444,45489521,45490346,45490871,45491314,45492564,45492713,45493225,45493575,45494571,45494915,45495432,45496568,45497092,45497661,45504054,45504556,45505278,45505431,45505966,45507593,45509601,45510261,45511226,45513719,
SLC19A1	21	-	45513775	45542471	45513775,45525816,45530769,45531388,45537770,45542367,	45516140,45525958,45530971,45532148,45538008,45542471,
PCBP3	21	+	45643693	45942454	45643693,45735391,45849960,45896207,45899598,45900590,45900996,45909354,45910901,45913950,45917587,45929916,45930785,45935252,45940029,45941669,	45643868,45735429,45850095,45896362,45899622,45900623,45901113,45909486,45911030,45914025,45917629,45929995,45930845,45935305,45940199,45942454,
COL6A1	21	+	45981736	46005050	45981736,45982633,45984268,45986525,45986943,45987154,45987498,45987609,45989083,45989607,45989751,45990257,45990377,45990772,45990978,45992009,45992163,45992362,45992747,45994166,45997420,45997699,45998120,45998397,45998896,45999152,45999656,46000330,46000758,46001252,46001960,46002217,46002526,46003119,46003390,	45981947,45982763,45984469,45986685,45987072,45987175,45987519,45987654,45989137,45989652,45989778,45990284,45990422,45990826,45991041,45992072,45992217,45992398,45992810,45994229,45997483,45997762,45998171,45998433,45998959,45999218,45999692,46000367,46000767,46001386,46002070,46002401,46002710,46003149,46005050,
COL6A2	21	+	46098096	46132849	46098096,46111449,46111978,46112803,46114007,46115871,46116008,46116376,46116650,46116769,46117399,46117873,46118613,46119029,46119787,46120514,46121060,46121555,46122107,46122495,46122874,46124650,46124884,46125265,46125464,46125784,46126502,46131953,	46098173,46111591,46112577,46112824,46114073,46115925,46116053,46116403,46116677,46116814,46117453,46117936,46118676,46119119,46119850,46120577,46121123,46121618,46122158,46122531,46122937,46124713,46124920,46125311,46125617,46126237,46126541,46132849,
FTCD	21	-	46136261	46155567	46136261,46136984,46137238,46138507,46138879,46145416,46145817,46146265,46150118,46150387,46151557,46151891,46152906,46154148,46155469,	46136494,46137073,46137334,46138646,46138923,46145578,46145947,46146327,46150250,46150525,46151737,46151980,46153035,46154332,46155567,
SPATC1L	21	-	46161160	46184459	46161160,46161915,46168307,46182623,46184355,	46161705,46162067,46168658,46183774,46184459,
LSS	21	-	46188140	46228822	46188140,46191065,46191880,46194490,46195675,46196201,46205835,46206671,46207427,46208250,46209553,46210687,46213024,46213737,46215179,46215684,46216388,46219475,46221853,46222629,46227551,46228433,46228731,	46188821,46191235,46191959,46194661,46195756,46196267,46205941,46206768,46207577,46208301,46209625,46210744,46213052,46213835,46215298,46215793,46216524,46219572,46221975,46222738,46227690,46228599,46228822,
MCM3AP	21	-	46235125	46285394	46235125,46236828,46240810,46242801,46243464,46244806,46246306,46246627,46251528,46254391,46254775,46256788,46258938,46260792,46261279,46264116,46265320,46265924,46266981,46270400,46272560,46273387,46275185,46277526,46279992,46280496,46283614,46284067,	46235426,46236979,46241017,46242931,46243722,46245197,46246404,46246886,46251682,46254526,46254844,46256986,46259091,46260906,46261411,46264217,46265523,46266166,46267142,46270563,46272829,46273585,46275325,46277717,46280137,46280575,46283838,46285394,
YBEY	21	+	46286336	46297751	46286336,46286869,46291333,46296161,46297538,	46286415,46287123,46291462,46296230,46297751,
C21orf58	21	-	46301129	46323875	46301129,46302484,46311455,46314715,46315473,46317207,46318011,46322638,	46302154,46302576,46311567,46314880,46315547,46317268,46318220,46323875,
PCNT	21	+	46324121	46445769	46324121,46326376,46334396,46346127,46346742,46347456,46349011,46349683,46351428,46353103,46353986,46355451,46356973,46363479,46366583,46381693,46385831,46388741,46389198,46390669,46391163,46397264,46398013,46398234,46399589,46401550,46402330,46411188,46412836,46416068,46418203,46421969,46425830,46427621,46428394,46430009,46430506,46431528,46435903,46436978,46438163,46440082,46440854,46442496,46443809,46444693,46445283,	46324282,46326589,46334768,46346208,46346998,46347512,46349186,46349820,46351540,46353326,46354068,46355626,46357191,46363934,46367139,46381840,46385983,46388884,46389431,46390832,46391376,46397494,46398130,46398255,46399796,46401721,46402483,46412067,46412992,46416839,46418306,46422124,46425971,46427795,46428590,46430232,46430657,46432215,46436148,46437081,46438337,46440202,46441084,46442573,46443948,46444821,46445769,
DIP2A	21	+	46459110	46569852	46459110,46484756,46490599,46496987,46498581,46504360,46509256,46511416,46529091,46532126,46533523,46534003,46534584,46537223,46537445,46538482,46539876,46541755,46545136,46545880,46546914,46549770,46550542,46551633,46551823,46554168,46554574,46554821,46555981,46556938,46557584,46558222,46560721,46561747,46563857,46565712,46566559,46567369,	46459222,46484828,46490719,46497107,46498833,46504489,46509376,46511614,46529183,46532237,46533647,46534113,46534687,46537288,46537539,46538602,46539991,46541895,46545273,46545961,46547042,46549885,46550744,46551743,46551904,46554292,46554696,46554933,46556091,46557069,46557753,46558393,46560783,46561805,46563932,46565887,46566683,46569852,
S100B	21	-	46598961	46605208	46598961,46602277,46605012,	46599503,46602416,46605208,
PRMT2	21	+	46635166	46664951	46635166,46636438,46636895,46643534,46644305,46648457,46649574,46658744,46660832,46661799,46663382,46664294,	46635763,46636547,46636990,46643639,46644488,46648619,46649739,46658920,46660962,46661936,46663554,46664951,
CCT8L2	22	-	16590750	16592810	16590750,	16592810,
XKR3	22	-	16783411	16821699	16783411,16799770,16807738,16821606,	16784409,16800024,16808083,16821699,
GAB4	22	-	16961935	17008222	16961935,16963724,16964765,16965177,16966099,16968297,16969942,16987959,16991872,17007940,	16962876,16963829,16964862,16965268,16966364,16968383,16970193,16988167,16992176,17008222,
IL17RA	22	+	17084958	17115693	17084958,17097061,17097796,17098774,17100354,17101995,17102138,17103493,17104725,17105590,17105852,17107726,17108306,	17085229,17097086,17097943,17098887,17100481,17102043,17102302,17103577,17104810,17105602,17105954,17107768,17115693,
CECR6	22	-	17116299	17121253	17116299,	17121253,
CECR5	22	-	17137510	17165287	17137510,17138549,17141058,17143097,17145023,17148447,17149541,17165208,	17138357,17138738,17141233,17143131,17145117,17148560,17149745,17165287,
CECR1	22	-	17178789	17219585	17178789,17181819,17182603,17188338,17189941,17191682,17203562,17207070,17209355,17219355,	17181576,17182022,17182761,17188447,17190032,17191810,17203773,17207290,17209723,17219585,
CECR2	22	+	17359948	17553332	17359948,17477587,17497402,17499409,17500630,17503081,17504846,17511812,17524117,17537102,17538519,17538639,17538992,17540411,17541838,17542156,17548150,17552030,17552834,	17360023,17477682,17497586,17499549,17500735,17503131,17505016,17511896,17524271,17537232,17538557,17538731,17539119,17540800,17541967,17543003,17549564,17552142,17553332,
SLC25A18	22	+	17563438	17590994	17563438,17569923,17579744,17581036,17581357,17582562,17583415,17587135,17587924,17589589,17590094,	17563713,17569986,17579964,17581159,17581413,17582653,17583534,17587301,17588079,17589665,17590994,
ATP6V1E1	22	-	17592135	17628818	17592135,17594528,17598193,17600026,17601091,17612811,17613210,17619460,17628602,	17592736,17594616,17598288,17600095,17601181,17612878,17613320,17619526,17628818,
BCL2L13	22	+	17638589	17728721	17638589,17655661,17683213,17688985,17696140,17702242,17726676,	17638886,17655832,17683321,17689142,17696210,17702386,17728721,
BID	22	-	17734141	17774495	17734141,17738016,17739348,17743802,17750104,17774380,	17735591,17738229,17739488,17744013,17750174,17774495,
MICAL3	22	-	17787648	18024559	17787648,17790997,17791201,17808843,17810702,17816689,17817310,17821426,17822029,17822946,17827643,17831853,17841821,17864898,17865923,17871836,17885877,17887169,17887322,17889033,17891484,17893807,17895283,17896245,17896723,17899447,17900841,17901877,17902630,17904631,17906548,18024280,	17790916,17791071,17791301,17808937,17810813,17816784,17819129,17821509,17822170,17823060,17827781,17832107,17842017,17864986,17866012,17872023,17886051,17887232,17887435,17889230,17891632,17893904,17895410,17896361,17896981,17899548,17900997,17901979,17902747,17904839,17906886,18024559,
PEX26	22	+	18077922	18105396	18077922,18078295,18079873,18083436,18085111,18087971,	18078047,18078606,18080014,18083732,18085258,18105396,
TUBA8	22	+	18110792	18131731	18110792,18121478,18124155,18126353,18130842,	18110868,18121701,18124304,18127034,18131731,
USP18	22	+	18149898	18177397	18149898,18157557,18160171,18161789,18167254,18167889,18169843,18170752,18173149,18173792,18176771,	18150222,18157820,18160268,18161935,18167334,18168036,18169939,18170920,18173281,18173842,18177397,
GGTLC3	22	-	18516343	18518161	18516343,18516951,18517146,18517361,18517721,18518062,	18516647,18517065,18517259,18517489,18517931,18518161,
TMEM191B	22	+	18527801	18530459	18527801,18528558,18528816,18529018,18529440,18529605,18529935,18530155,18530254,	18528276,18528682,18528867,18529093,18529497,18529724,18530008,18530196,18530459,
RIMBP3	22	-	18605814	18611919	18605814,	18611919,
DGCR6	22	+	18906222	18912088	18906222,18906564,18910171,18910887,18911539,	18906484,18906725,18910272,18911028,18912088,
PRODH	22	-	18912776	18936553	18912776,18913437,18916889,18918315,18919450,18919705,18921341,18922324,18922816,18923114,18925050,18925687,18930989,18936014,18936389,	18913362,18913526,18916988,18918491,18919597,18919798,18921423,18922404,18922933,18923179,18925200,18925722,18931198,18936327,18936553,
DGCR2	22	-	19036285	19122454	19036285,19041057,19041806,19048439,19056985,19063201,19064847,19068099,19089367,19122127,	19039121,19041294,19041959,19048643,19057162,19063278,19065067,19068225,19089490,19122454,
DGCR14	22	-	19130278	19144684	19130278,19135059,19137322,19138214,19139158,19139611,19139854,19142537,19142725,19144505,	19134475,19135175,19137432,19138317,19139292,19139729,19140024,19142633,19142894,19144684,
TSSK2	22	+	19130807	19132623	19130807,	19132623,
GSC2	22	-	19148575	19150283	19148575,19149662,19150024,	19149095,19149916,19150283,
SLC25A1	22	-	19175574	19178830	19175574,19176420,19176577,19176845,19177119,19177726,19177941,19178132,19178579,	19176244,19176494,19176693,19176950,19177204,19177865,19178041,19178240,19178830,
HIRA	22	-	19330697	19431733	19330697,19351357,19353355,19353995,19355759,19356229,19356889,19359335,19361236,19361726,19375630,19377868,19383619,19385520,19387710,19388483,19392100,19394341,19396786,19397991,19405785,19407183,19408482,19410715,19431439,	19331556,19351446,19353519,19354118,19355865,19356288,19357051,19359484,19361341,19361931,19375792,19378066,19383705,19385736,19387816,19388554,19392214,19394509,19396947,19398087,19405880,19407274,19408593,19410778,19431733,
MRPL40	22	+	19431901	19436075	19431901,19433264,19434735,19435637,	19432607,19433348,19434894,19436075,
C22orf39	22	-	19443370	19447697	19443370,19447377,19447664,	19444390,19447545,19447697,
UFD1L	22	-	19449909	19479215	19449909,19454748,19455679,19456586,19456852,19458070,19465201,19467872,19471686,19475067,19475469,19479082,	19450744,19454830,19455768,19456634,19456918,19458139,19465274,19468003,19471808,19475100,19475602,19479215,
CDC45	22	+	19479458	19520612	19479458,19479825,19480157,19480952,19482689,19483861,19494326,19495980,19497385,19499100,19505361,19507385,19507765,19508529,19514748,19514964,19516526,19516816,19518843,19520480,	19479571,19480019,19480217,19481045,19482827,19484005,19494382,19496029,19497447,19499151,19505481,19507517,19507864,19508691,19514887,19515048,19516645,19516893,19518909,19520612,
CLDN5	22	-	19523026	19524400	19523026,	19524400,
SEPT5	22	+	19714463	19723319	19714463,19714780,19719601,19719805,19720114,19720319,19720548,19720767,19721639,19721821,19722236,19722427,	19714631,19714791,19719698,19719892,19720238,19720454,19720666,19720869,19721736,19721957,19722339,19723319,
GP1BB	22	+	19722944	19724771	19722944,19723853,	19723579,19724771,
TBX1	22	+	19756702	19767334	19756702,19759557,19760904,19763240,19764154,19764957,19765757,19765901,19766388,	19756745,19759677,19761280,19763342,19764326,19765113,19765825,19766002,19767334,
GNB1L	22	-	19783223	19854939	19783223,19802000,19806658,19812284,19820597,19821227,19854442,19854819,	19788960,19802216,19806757,19812447,19820723,19821375,19854539,19854939,
C22orf29	22	-	19846137	19854896	19846137,19854442,19854819,	19852486,19854539,19854896,
TXNRD2	22	-	19875521	19941992	19875521,19877039,19878089,19878365,19880178,19880621,19883324,19895406,19898038,19899048,19911376,19915213,19915764,19918142,19918859,19919542,19931029,19941700,	19875807,19877234,19878187,19878437,19880271,19880717,19883461,19895581,19898130,19899068,19911447,19915276,19915843,19918217,19919004,19919599,19931098,19941992,
COMT	22	+	19941606	19969975	19941606,19961198,19962526,19963565,19964167,19968535,	19941897,19961289,19962815,19963759,19964299,19969975,
ARVCF	22	-	19969895	20016808	19969895,19971215,19971885,19972357,19972736,19972924,19973118,19973642,19974111,19975685,19976705,19977414,19977957,19978896,19979742,19981210,19981932,19990584,20010454,20016588,	19970743,19971335,19971971,19972411,19972827,19973036,19973317,19973793,19974239,19975757,19976723,19977586,19978075,19979080,19980242,19981737,19982091,19990812,20010508,20016808,
